staff_member,appt_date,appt_time,slot,units_sched_10min_per_unit,client_id,patient_id,staff_requested,reason_desc,breedname
L16,12/19/2022,10:10:00,61,2,2278,3601,,Senior Exam,GOLDEN RETRIEVER
11,12/19/2022,10:20:00,62,2,20948,26125,11,Recheck,LABRADOR RETRIEVER
19,12/19/2022,10:30:00,63,2,1694,24205,,Preventative Care Exam,"Shepherd, German"
L16,12/19/2022,10:30:00,63,2,10378,29079,,Sick,Corgi
TK,12/19/2022,10:30:00,63,1,6082,30622,,Technician Appointment,Goldendoodle
11,12/19/2022,10:40:00,64,2,5089,12753,,EXAM WITH VACCINES,JACK RUSSELL TERRIER
19,12/19/2022,10:50:00,65,2,8059,27566,,Sick,Terrier Mix
L16,12/19/2022,10:50:00,65,1,L1698,RIDLEY,,Technician Appointment,GOLDEN RETRIEVER
TK,12/19/2022,10:50:00,65,1,15134,26514,,TNT,Parakeet
11,12/19/2022,11:00:00,66,2,1220,15958,,Sick,Domestic Shorthair
L16,12/19/2022,11:00:00,66,1,11832,20082,,TNT,Beagle Mix
TK,12/19/2022,11:00:00,66,1,15134,26513,,TNT,Budgerigar
19,12/19/2022,11:10:00,67,2,12352,22011,,Preventative Care Exam,Domestic Longhair
11,12/19/2022,11:20:00,68,2,6534,29769,,Sick,"Shepherd, Australian"
19,12/19/2022,11:30:00,69,3,6308,1573,,Senior Exam,Beagle
L16,12/19/2022,11:30:00,69,1,23197,30856,,Technician Appointment,Domestic Shorthair
11,12/19/2022,11:40:00,70,2,23528,30770,,New Client,BORDER COLLIE
11,12/19/2022,12:00:00,72,2,347,27687,,Preventative Care Exam,Domestic Longhair
19,12/19/2022,12:00:00,72,2,5660,8675,19,Recheck,Shih Tzu Mix
11,12/19/2022,12:20:00,74,2,23531,30775,,New Client,Siberian
11,12/19/2022,12:40:00,76,2,1266,30902,,New Pet,Domestic Shorthair
11,12/19/2022,13:00:00,78,2,6759,10421,,Sick,Domestic Shorthair
11,12/19/2022,13:20:00,80,2,6759,10423,,Sick,Domestic Shorthair
19,12/19/2022,13:40:00,82,2,6069,9253,,Recheck,"Terrier, Yorkshire Mix"
19,12/19/2022,14:00:00,84,2,22302,29612,,Sick,MAINE COON CAT
TK,12/19/2022,14:00:00,84,1,23327,30266,,Technician Appointment,GOLDEN RETRIEVER
19,12/19/2022,14:20:00,86,2,23503,30701,,New Client,Domestic Shorthair
11,12/19/2022,14:40:00,88,2,249,415,,Preventative Care Exam,Domestic Shorthair
19,12/19/2022,14:40:00,88,2,6992,12040,,Sick,"Bulldog, French"
TK,12/19/2022,14:50:00,89,1,11412,19319,,Technician Appointment,"Goldendoodle, mini"
11,12/19/2022,15:00:00,90,2,21711,26368,,Preventative Care Exam,Domestic Shorthair
19,12/19/2022,15:00:00,90,2,9145,14957,,Recheck,Cavapoo
11,12/19/2022,15:20:00,92,2,2737,7777,,Sick,LABRADOR RETRIEVER
19,12/19/2022,15:20:00,92,2,23516,30746,,Euthanasia,Shepherd Mix
11,12/19/2022,15:40:00,94,2,2228,3525,,Preventative Care Exam,"Bulldog, English"
19,12/19/2022,15:40:00,94,2,13996,23704,,Recheck,Domestic Longhair
TK,12/19/2022,15:50:00,95,1,6454,16768,,TNT,Great Dane
11,12/19/2022,16:00:00,96,1,22028,30903,,New Pet,Chihuahua Mix
4,12/19/2022,16:00:00,96,1,4383,30676,,New Pet,Weimaraner Mix
L16,12/19/2022,16:00:00,96,2,L2746,L978,,Recheck,Persian
11,12/19/2022,16:10:00,97,1,23262,30073,,Emergency,"Griffon, Brussels"
4,12/19/2022,16:10:00,97,1,3370,5358,4,Sick,"Bulldog, English"
11,12/19/2022,16:20:00,98,2,20228,27052,,Sick,Pitbull
4,12/19/2022,16:20:00,98,2,23500,30694,,New Client,Domestic Shorthair
L16,12/19/2022,16:20:00,98,2,23540,30802,,New Client,Domestic Shorthair
11,12/19/2022,16:40:00,100,2,20093,29712,,Sick,"Shepherd, Shiloh"
4,12/19/2022,16:40:00,100,1,21345,21345-1,4,Recheck,"Pug, Chinese Mixed"
L16,12/19/2022,16:40:00,100,2,23540,30852,,New Client,Domestic Mediumhair
TK,12/19/2022,16:40:00,100,1,6454,22559,,TNT,Frenchton
4,12/19/2022,16:50:00,101,1,11815,7670,4,Sick,Bernadoodle- Bernese and Poodl
11,12/19/2022,17:00:00,102,2,11575,19627,,Sick,Beagle
4,12/19/2022,17:00:00,102,1,2522,3994,,Sick,Shih Tzu
L16,12/19/2022,17:00:00,102,2,7164,11202,16,Recheck,"Retriever, Golden"
TK,12/19/2022,17:00:00,102,1,13687,11805,,Technician Appointment,YORKSHIRE TERRIER
4,12/19/2022,17:10:00,103,1,5060,30900,4,Euthanasia,Domestic
TK,12/19/2022,17:10:00,103,1,17629,14457,,Technician Appointment,"Retriever, Labrador"
11,12/19/2022,17:20:00,104,2,1835,2958,,Sick,"Griffon, Brussels"
4,12/19/2022,17:20:00,104,1,16406,30793,,Recheck,Domestic Shorthair
L16,12/19/2022,17:20:00,104,2,6656,10239,,Senior Exam,YORKSHIRE TERRIER
TK,12/19/2022,17:20:00,104,1,17629,30070,,TNT,Mixed
4,12/19/2022,17:30:00,105,1,16720,16720-4,,Senior Exam,Domestic Shorthair
TK,12/19/2022,17:30:00,105,1,13687,13687-2,,Technician Appointment,"Terrier, Yorkshire"
11,12/19/2022,17:40:00,106,2,2869,30849,,New Pet,"Corgi, Pembroke Welsh"
4,12/19/2022,17:40:00,106,1,9037,14770,,Preventative Care Exam,Domestic Shorthair
L16,12/19/2022,17:40:00,106,2,5795,8891,16,Recheck,Domestic Mediumhair
TK,12/19/2022,17:40:00,106,1,8986,27996,,TNT,Beagle Mix
4,12/19/2022,17:50:00,107,1,21514,21514-2,,Sick,"Retriever, Flat-Coated"
4,12/19/2022,18:00:00,108,1,23146,29754,,Sick,Terrier Mix
L16,12/19/2022,18:00:00,108,2,2555,5031,,Sick,Domestic Shorthair
4,12/19/2022,18:10:00,109,1,19833,7141,,Preventative Care Exam,"Bulldog, English"
4,12/19/2022,18:20:00,110,1,21514,20058,,Sick,"Retriever, Flat-Coated"
L16,12/19/2022,18:20:00,110,2,3779,15320,,Sick,YORKSHIRE TERRIER
4,12/19/2022,18:30:00,111,1,3146,30548,,Sick,"Retriever, Labrador Mix"
TK,12/19/2022,18:30:00,111,1,12727,12727-2,tk,Technician Appointment,Siamese
4,12/19/2022,18:40:00,112,1,8602,13933,,EXAM WITH VACCINES,"Retriever, Labrador Mix"
L16,12/19/2022,18:40:00,112,2,23171,30424,16,Preventative Care Exam,"Cattle Dog, Australian"
TK,12/19/2022,18:40:00,112,1,4951,30547,,Technician Appointment,Labradoodle
4,12/19/2022,18:50:00,113,1,13390,22852,,Preventative Care Exam,Mixed
4,12/19/2022,19:00:00,114,2,10290,30907,,New Pet,Domestic Longhair
L16,12/19/2022,19:00:00,114,2,1891,L3798-6,,Not Wellness,Boxer Mix
4,12/19/2022,19:20:00,116,1,15748,7053,4,Preventative Care Exam,"Spaniel, English Springer"
L16,12/19/2022,19:20:00,116,2,16419,30001,,Preventative Care Exam,Domestic Shorthair
4,12/19/2022,19:30:00,117,1,9741,30268,,Recheck,Domestic Longhair
TK,12/19/2022,19:30:00,117,1,21231,5099,PS,TNT,"Coonhound, Redbone"
19,12/20/2022,7:30:00,45,1,11760,25919,,Dental,Domestic Shorthair
19,12/20/2022,7:30:00,45,1,22980,29311,,Surgery,Shiba Inu
4,12/20/2022,7:30:00,45,1,7698,12178,4,Drop off - Admit,"Retriever, Golden"
19,12/20/2022,7:40:00,46,1,6313,9544,,Dental,Domestic Longhair
19,12/20/2022,8:00:00,48,1,6313,9544,,Dental,Domestic Longhair
19,12/20/2022,8:10:00,49,1,11760,25919,,Dental,Domestic Shorthair
16,12/20/2022,8:30:00,51,2,23578,30969,,New Pet,Domestic Shorthair
19,12/20/2022,8:30:00,51,2,16068,23367,,Preventative Care Exam,AUSTRALIAN SHEPHERD
4,12/20/2022,8:30:00,51,2,19480,21698,,Exotic Exam,Crested
L12,12/20/2022,8:30:00,51,2,4089,9533,,Preventative Care Exam,FRENCH BULLDOG
16,12/20/2022,8:50:00,53,2,4079,30910,,New Pet,Domestic Shorthair
19,12/20/2022,8:50:00,53,2,22301,27546,,Recheck,GERMAN SHEPHERD
4,12/20/2022,8:50:00,53,2,4841,4841-2,4,Senior Exam,Siberian
L12,12/20/2022,8:50:00,53,1,4089,6455,,Technician Appointment,"Bulldog, French"
L12,12/20/2022,9:00:00,54,1,L7769,L7197,,TNT,YORKSHIRE TERRIER
TK,12/20/2022,9:00:00,54,1,13156,25890,,Lab Work,Shih Tzu
16,12/20/2022,9:10:00,55,1,4079,30909,,New Pet,Domestic Shorthair
19,12/20/2022,9:10:00,55,2,16076,24322,,Senior Exam,Pitbull Mix
L12,12/20/2022,9:10:00,55,2,L3708,L2853,,Recheck,Mixed
TK,12/20/2022,9:10:00,55,1,23528,30770,,Technician Appointment,BORDER COLLIE
16,12/20/2022,9:20:00,56,1,4079,30908,,New Pet,Domestic Shorthair
16,12/20/2022,9:30:00,57,2,6082,30622,,Sick,Goldendoodle
19,12/20/2022,9:30:00,57,2,23501,30698,19,Recheck,AUSTRALIAN SHEPHERD
4,12/20/2022,9:30:00,57,2,15809,17611,,Sick,Pitbull Mix
L12,12/20/2022,9:30:00,57,2,22307,27559,,Sick,Pitbull
TK,12/20/2022,9:30:00,57,1,19306,25560,,Lab Work,"Bulldog, American"
TK,12/20/2022,9:40:00,58,1,11645,27776,,0,"Corgi, Welsh Mix"
16,12/20/2022,9:50:00,59,2,21687,30473,,Preventative Care Exam,"Retriever, Labrador Mix"
4,12/20/2022,9:50:00,59,2,7788,12319,,Senior Exam,Boxer Mix
L12,12/20/2022,9:50:00,59,2,16636,24588,,Technician Appointment,Great Dane
4,12/20/2022,10:10:00,61,2,23066,29530,,Preventative Care Exam,Domestic Shorthair
L12,12/20/2022,10:10:00,61,1,18189,30163,,Technician Appointment,Rottweiler
L12,12/20/2022,10:20:00,62,6,2614,30728,,New Pet,"Poodle, Toy"
TK,12/20/2022,10:20:00,62,1,2887,5919,,TNT,"Dachshund, Smooth"
16,12/20/2022,10:30:00,63,2,19436,25599,,Preventative Care Exam,Domestic Mediumhair
19,12/20/2022,10:30:00,63,2,L3717,25685,,Recheck,Chihuahua
M11,12/20/2022,10:30:00,63,2,23504,30703,,Recheck,Domestic Longhair
16,12/20/2022,10:50:00,65,2,23542,30813,,New Client,Mixed
19,12/20/2022,10:50:00,65,1,2075,11807,,EXAM WITH VACCINES,Shih Tzu
M11,12/20/2022,10:50:00,65,2,3523,30913,,New Client,Terrier Mix
TK,12/20/2022,10:50:00,65,1,8140,29124,,TNT,Bulldog
TK,12/20/2022,11:00:00,66,1,8438,24311,,0,"Retriever, Golden Mix"
16,12/20/2022,11:10:00,67,2,10944,30928,,Sick,Domestic Shorthair
M11,12/20/2022,11:10:00,67,2,23567,30889,,New Client,Mixed
TK,12/20/2022,11:10:00,67,1,L2498,23571,,0,Sheepdog Mix
16,12/20/2022,11:30:00,69,2,2172,8382,,Senior Exam,Chihuahua Mix
M11,12/20/2022,11:30:00,69,1,23359,30342,,Technician Appointment,Labradoodle
M11,12/20/2022,11:40:00,70,1,11956,30672,,Technician Appointment,Poodle Mix
16,12/20/2022,11:50:00,71,1,9992,16525,,Scheduling Notes,Peekapoo
M11,12/20/2022,11:50:00,71,2,9506,30709,,New Pet,Domestic Shorthair
6,12/20/2022,12:00:00,72,2,20130,22790,6,Senior Exam,Pomeranian Mix
M11,12/20/2022,12:10:00,73,2,9506,30708,,New Pet,Domestic Shorthair
6,12/20/2022,12:20:00,74,2,3681,19937,,Sick,"Terrier, Soft-Coated Wheaten"
M11,12/20/2022,12:30:00,75,2,12910,21926,,Preventative Care Exam,Goldendoodle
6,12/20/2022,13:00:00,78,2,4298,22102,,Exam,Miki
M11,12/20/2022,13:10:00,79,2,9902,16363,,Preventative Care Exam,Domestic Shorthair
6,12/20/2022,13:20:00,80,2,17112,25092,,Sick,Sheepdog Mix
L12,12/20/2022,13:30:00,81,2,L2143,26001,,Preventative Care Exam,Domestic Shorthair
6,12/20/2022,13:40:00,82,2,12934,21992,,Preventative Care Exam,Boxer Mix
L12,12/20/2022,13:50:00,83,2,5316,8252,,Sick,Goldendoodle
4,12/20/2022,14:00:00,84,1,4595,21896,,Preventative Care Exam,Great Dane Mix
6,12/20/2022,14:00:00,84,2,23452,30549,,Recheck,LABRADOR RETRIEVER
L12,12/20/2022,14:10:00,85,2,11332,16201,,Preventative Care Exam,Domestic Shorthair
6,12/20/2022,14:20:00,86,2,23452,30787,,New Pet,LABRADOR RETRIEVER
4,12/20/2022,14:30:00,87,1,8249,13217,,Sick,Domestic Shorthair
L12,12/20/2022,14:30:00,87,2,15437,24087,,Sick,Domestic Shorthair
6,12/20/2022,14:40:00,88,2,21911,26555,,EXAM WITH VACCINES,Labradoodle
L12,12/20/2022,14:50:00,89,2,12484,30582,,Recheck,ENGLISH SPRINGER SPANIEL
M11,12/20/2022,14:50:00,89,2,23177,29825,,Sick,GERMAN SHEPHERD
TK,12/20/2022,15:00:00,90,1,6922,1714,,TNT,Chihuahua Mix
4,12/20/2022,15:10:00,91,1,486,13446,,Preventative Care Exam,BELGIAN MALINOIS
L12,12/20/2022,15:10:00,91,2,L6243,30897,,New Pet,Bernadoodle- Bernese and Poodl
M11,12/20/2022,15:10:00,91,2,21769,30895,,New Pet,Terrier Mix
4,12/20/2022,15:20:00,92,1,486,26672,,Preventative Care Exam,MAINE COON CAT
M11,12/20/2022,15:30:00,93,2,21769,5688,,Recheck,"Terrier, Boston"
4,12/20/2022,15:50:00,95,1,6616,10149,4,Recheck,Domestic Shorthair
6,12/20/2022,16:00:00,96,2,19813,30930,,New Client,Shih Tzu Mix
4,12/20/2022,16:10:00,97,1,97,129,4,Not Wellness,Boxer
TK,12/20/2022,16:10:00,97,2,7246,11331,,Technician Appointment,Domestic Shorthair
4,12/20/2022,16:20:00,98,1,3464,7666,,Preventative Care Exam,Pitbull Mix
6,12/20/2022,16:20:00,98,2,12421,30015,,Sick,Domestic Shorthair
M11,12/20/2022,16:20:00,98,2,9126,18068,,Preventative Care Exam,Domestic Shorthair
4,12/20/2022,16:30:00,99,1,15694,15694-2,,Senior Exam,Domestic Shorthair
L12,12/20/2022,16:30:00,99,2,11132,30620,,Preventative Care Exam,CAVALIER KING CHARLES SPANIEL
6,12/20/2022,16:40:00,100,2,3122,30925,,New Pet,"Retriever, Labrador"
M11,12/20/2022,16:40:00,100,2,22794,28839,,Sick,COCK-APOO
TK,12/20/2022,16:40:00,100,3,5036,7842,,Consultation,Domestic Shorthair
L12,12/20/2022,16:50:00,101,2,11681,28322,,Sick,Boxer
6,12/20/2022,17:00:00,102,2,21102,30652,,Preventative Care Exam,"Goldendoodle, mini"
M11,12/20/2022,17:00:00,102,2,18612,16819,,Sick,Boxer Mix
L12,12/20/2022,17:10:00,103,1,4408,24342,,Lab Work,Himalayan
M11,12/20/2022,17:20:00,104,2,10887,18536,,Sick,Domestic Shorthair
TK,12/20/2022,17:20:00,104,1,12110,27300,,Technician Appointment,"Terrier, AmericanStaffordshire"
6,12/20/2022,17:30:00,105,2,1876,3632,6,Recheck,Domestic Mediumhair
6,12/20/2022,17:50:00,107,2,10028,16869,,Sick,Domestic Shorthair
6,12/20/2022,18:10:00,109,2,20515,20515-1,,Sick,Collie Mix
6,12/20/2022,18:30:00,111,2,20419,29225,,Sick,"Collie, Border Mix"
TK,12/20/2022,18:40:00,112,1,13177,6585,,TNT,Domestic Shorthair
6,12/20/2022,18:50:00,113,2,14015,23365,,Recheck,Bloodhound
TK,12/20/2022,19:00:00,114,1,10942,18454,,Technician Appointment,Collie
6,12/20/2022,19:10:00,115,1,987,30846,,Recheck,DSH
TK,12/20/2022,19:10:00,115,1,18252,18252-1,,Lab Work,"Terrier, Boston"
6,12/20/2022,19:20:00,116,1,2182,6950,,Sick,Domestic Mediumhair
6,12/20/2022,19:30:00,117,1,3032,4781,,Emergency,LABRADOR RETRIEVER
6,12/21/2022,7:30:00,45,1,3442,3442-2,6,Dental,"Pug, Chinese Mixed"
6,12/21/2022,7:30:00,45,1,3442,3442-2,6,Surgery,"Pug, Chinese Mixed"
6,12/21/2022,7:40:00,46,1,2182,6950,,Sick,Domestic Mediumhair
6,12/21/2022,7:40:00,46,1,10193,16942,6,Surgery,"Schnauzer, Miniature"
6,12/21/2022,7:40:00,46,1,10193,16942,,Dental,"Schnauzer, Miniature"
6,12/21/2022,7:50:00,47,1,7419,12687,,Dental,Shih Tzu Mix
6,12/21/2022,7:50:00,47,1,7419,12687,,Dental,Shih Tzu Mix
6,12/21/2022,8:00:00,48,1,13498,10898,,Dental,Domestic Shorthair
6,12/21/2022,8:00:00,48,1,13498,10898,,Dental,Domestic Shorthair
6,12/21/2022,8:00:00,48,1,4472,11423,,Ultrasound,Domestic Shorthair
6,12/21/2022,8:10:00,49,1,21169,30405,,Dental,Domestic Shorthair
16,12/21/2022,8:30:00,51,2,22844,28951,,Senior Exam,"Dachshund, Miniature"
6,12/21/2022,8:30:00,51,1,19717,30800,,Short Procedure,Domestic Shorthair
16,12/21/2022,8:50:00,53,2,5249,30516,,Preventative Care Exam,Cavapoo
6,12/21/2022,8:50:00,53,2,11095,18744,,Sick,YORKSHIRE TERRIER
TK,12/21/2022,9:00:00,54,1,22873,29018,,TNT,"Spaniel, Springer Mix"
16,12/21/2022,9:10:00,55,2,1337,2179,,Recheck,"Retriever, Labrador"
6,12/21/2022,9:10:00,55,2,14020,30942,,New Pet,Domestic Shorthair
16,12/21/2022,9:30:00,57,1,23112,29677,,Sick,Terrier Mix
6,12/21/2022,9:30:00,57,2,8986,6694,,Senior Exam,GERMAN SHEPHERD
16,12/21/2022,9:40:00,58,2,10528,17625,,Preventative Care Exam,"Shepherd, Australian Miniature"
TK,12/21/2022,9:40:00,58,1,8140,15637,,Technician Appointment,"Bulldog, French"
6,12/21/2022,9:50:00,59,2,4702,7368,,Preventative Care Exam,Bulldog Mix
TK,12/21/2022,9:50:00,59,1,22334,27602,,Technician Appointment,Domestic Longhair
16,12/21/2022,10:00:00,60,2,6308,1573,,Sick,Beagle
6,12/21/2022,10:10:00,61,2,12549,21299,6,Preventative Care Exam,Pitbull Mix
16,12/21/2022,10:20:00,62,2,1517,2471,,Preventative Care Exam,Havanese Mix
TK,12/21/2022,10:20:00,62,1,7917,24942,,Technician Appointment,"Bulldog, French"
6,12/21/2022,10:30:00,63,2,3532,5596,,Sick,"Collie, Border Mix"
16,12/21/2022,10:40:00,64,2,20645,20645-1,,Sick,Domestic Shorthair
6,12/21/2022,10:50:00,65,1,21169,30405,,Euthanasia,Domestic Shorthair
16,12/21/2022,11:00:00,66,2,18599,30824,,New Pet,Pointer Mix
16,12/21/2022,11:20:00,68,2,2038,22584,,Sick,Boxer
16,12/21/2022,11:40:00,70,2,10695,17974,,Preventative Care Exam,"Retriever, Labrador Mix"
11,12/21/2022,11:50:00,71,1,16328,30471,,Recheck,Pitbull Mix
11,12/21/2022,12:00:00,72,2,20149,20149-1,,Senior Exam,Beagle Mix
16,12/21/2022,12:00:00,72,3,17012,24729,,Consultation,Domestic Shorthair
11,12/21/2022,12:20:00,74,2,L3891,L3891-2,,Sick,LABRADOR RETRIEVER
11,12/21/2022,12:40:00,76,2,5748,8828,,Preventative Care Exam,"Pinscher, Doberman"
11,12/21/2022,13:00:00,78,2,20316,16986,,Preventative Care Exam,"Retriever, Golden"
L4,12/21/2022,13:10:00,79,3,2614,L5892,,Preventative Care Exam,Collie
11,12/21/2022,13:20:00,80,2,23561,30859,,New Client,"Goldendoodle, mini"
16,12/21/2022,13:30:00,81,2,91,30588,,Preventative Care Exam,"Retriever, Golden Mix"
11,12/21/2022,13:40:00,82,2,1511,16165,,Sick,DMH
L4,12/21/2022,13:40:00,82,1,2614,16318,,Preventative Care Exam,"Poodle, Toy"
16,12/21/2022,13:50:00,83,2,3806,22079,,Preventative Care Exam,PUG
L4,12/21/2022,13:50:00,83,1,15437,24087,,Technician Appointment,Domestic Shorthair
11,12/21/2022,14:00:00,84,2,6759,10421,,Recheck,Domestic Shorthair
L4,12/21/2022,14:00:00,84,2,10252,17069,,Preventative Care Exam,Goldendoodle
16,12/21/2022,14:10:00,85,2,22023,26916,,Sick,Domestic Shorthair
11,12/21/2022,14:20:00,86,2,9440,7223,,Sick,Domestic Longhair
L4,12/21/2022,14:20:00,86,3,23574,30917,,Exotic Exam,"Chameleon, American (Anole)"
TK,12/21/2022,14:30:00,87,1,13498,10898,,Technician Appointment,Domestic Shorthair
11,12/21/2022,14:40:00,88,2,11993,20358,,Sick,Lagotta/goldendoodle mix
16,12/21/2022,14:50:00,89,4,20911,22594,,Sick,Mixed
L4,12/21/2022,14:50:00,89,2,2193,12667,,Sick,Dachshund
TK,12/21/2022,15:00:00,90,1,7454,12273,,Technician Appointment,IRISH WOLFHOUND
L4,12/21/2022,15:10:00,91,1,23448,30538,,0,GERMAN SHEPHERD
L4,12/21/2022,15:20:00,92,2,23581,30939,,New Client,Domestic Shorthair
16,12/21/2022,15:30:00,93,2,18511,13700,,Preventative Care Exam,Labradoodle
TK,12/21/2022,15:30:00,93,1,20178,26366,,Technician Appointment,Jack Russell Terrier Mix
16,12/21/2022,15:50:00,95,2,18511,18511-1,,Senior Exam,Labradoodle
11,12/21/2022,16:00:00,96,2,12748,21670,,Sick,Rottweiler Mix
TK,12/21/2022,16:00:00,96,1,3146,30548,,Lab Work,"Retriever, Labrador Mix"
16,12/21/2022,16:10:00,97,2,22908,29123,,Sick,Domestic Shorthair
L4,12/21/2022,16:10:00,97,2,2494,14833,,Technician Appointment,Domestic Mediumhair
11,12/21/2022,16:20:00,98,2,23326,30265,,Preventative Care Exam,DSH
16,12/21/2022,16:30:00,99,2,20893,20893-1,,Sick,"Spaniel, English Cocker"
L4,12/21/2022,16:30:00,99,1,22356,27656,,Technician Appointment,"Terrier, Boston"
L4,12/21/2022,16:40:00,100,2,18287,30324,,Preventative Care Exam,AUSTRALIAN SHEPHERD
16,12/21/2022,16:50:00,101,3,L5461,30790,,Recheck,Domestic Shorthair
11,12/21/2022,17:00:00,102,2,4121,25719,,Sick,"Bulldog, English"
TK,12/21/2022,17:10:00,103,1,20374,25916,,Technician Appointment,"Retriever, Golden"
11,12/21/2022,17:20:00,104,2,23590,30971,,New Client,Domestic Longhair
16,12/21/2022,17:20:00,104,2,10430,22754,,Senior Exam,Domestic Shorthair
TK,12/21/2022,17:20:00,104,1,17134,21378,,Technician Appointment,Dachshund
11,12/21/2022,17:40:00,106,2,23553,30841,,New Client,Cavapoo
16,12/21/2022,17:40:00,106,2,1722,3854,,Recheck,"Cattle Dog, Australian"
TK,12/21/2022,17:50:00,107,1,12194,20612,,Technician Appointment,"Corgi, Pembroke Welsh"
L4,12/21/2022,18:00:00,108,2,20475,20475-2,,Sick,Domestic Shorthair
11,12/21/2022,18:20:00,110,2,7273,30972,,New Pet,DOBERMAN PINSCHER
L4,12/21/2022,18:20:00,110,2,9680,15914,,Sick,"Terrier, Yorkshire Mix"
TK,12/21/2022,18:20:00,110,1,20394,20394-1,,TNT,Pointer
11,12/21/2022,18:40:00,112,2,7124,13007,,Preventative Care Exam,Labradoodle
11,12/21/2022,19:00:00,114,2,18561,17906,11,Recheck,Chihuahua Mix
TK,12/21/2022,19:10:00,115,1,11207,18982,,Technician Appointment,JACK RUSSELL TERRIER
11,12/21/2022,19:20:00,116,2,16764,30621,,Recheck,"Poodle, Miniature"
16,12/22/2022,7:30:00,45,1,20414,26077,,Surgery,"Bulldog, English"
16,12/22/2022,7:30:00,45,1,19342,25569,,Dental,"Shorthair, American"
16,12/22/2022,7:30:00,45,1,3299,5256,,Drop off - Admit,Poodle Mix
16,12/22/2022,7:40:00,46,1,6901,6901-1,,Surgery,"Schnauzer, Miniature"
16,12/22/2022,7:40:00,46,1,19342,25568,,Dental,"Shorthair, American"
16,12/22/2022,7:50:00,47,1,19342,25569,,Dental,"Shorthair, American"
16,12/22/2022,7:50:00,47,1,6901,6901-1,,Dental,"Schnauzer, Miniature"
16,12/22/2022,8:00:00,48,1,19342,25568,,Dental,"Shorthair, American"
16,12/22/2022,8:10:00,49,1,19717,30801,,Short Procedure,Domestic Shorthair
16,12/22/2022,8:20:00,50,1,19717,30804,,Short Procedure,Domestic Shorthair
16,12/22/2022,8:30:00,51,2,18015,25135,,EXAM WITH VACCINES,"Retriever, Golden"
4,12/22/2022,8:30:00,51,3,23473,30624,,Exotic Exam,"Python, Ball"
6,12/22/2022,8:30:00,51,2,6702,29411,,Sick,Vizsla
L12,12/22/2022,8:30:00,51,2,4390,30580,,Preventative Care Exam,Domestic Shorthair
TK,12/22/2022,8:30:00,51,1,16239,21944,PS,TNT,"Retriever, Labrador"
16,12/22/2022,8:50:00,53,2,8197,13127,,Sick,Domestic Shorthair
L12,12/22/2022,8:50:00,53,2,L6305,L3483,,Senior Exam,Poodle Mix
4,12/22/2022,9:00:00,54,2,15809,17611,,Recheck,Pitbull Mix
6,12/22/2022,9:00:00,54,2,7105,14604,,Sick,Domestic Shorthair
TK,12/22/2022,9:00:00,54,1,3308,5279,,Technician Appointment,YORKSHIRE TERRIER
L12,12/22/2022,9:10:00,55,2,11168,18903,,Sick,Shih-poo
4,12/22/2022,9:30:00,57,2,23528,30768,,New Client,BORDER COLLIE
6,12/22/2022,9:30:00,57,2,108,108-3,,Recheck,Domestic Shorthair
L12,12/22/2022,9:30:00,57,2,8665,30388,,Preventative Care Exam,Goldendoodle
TK,12/22/2022,9:40:00,58,1,17012,24729,,TNT,Domestic Shorthair
16,12/22/2022,9:50:00,59,3,10391,19877,,Not Wellness,Shih Tzu
4,12/22/2022,9:50:00,59,2,5091,7901,,Sick,YORKSHIRE TERRIER
6,12/22/2022,9:50:00,59,2,22759,29003,,Sick,"Corgi, Pembroke Welsh"
L12,12/22/2022,9:50:00,59,2,L7143,21891,,Preventative Care Exam,Pocket Pit
TK,12/22/2022,9:50:00,59,1,17012,24730,,TNT,Domestic Longhair
4,12/22/2022,10:10:00,61,2,21889,26520,,Preventative Care Exam,"Goldendoodle, mini"
6,12/22/2022,10:10:00,61,2,23558,30853,,New Client,Domestic Shorthair
L12,12/22/2022,10:10:00,61,2,13379,24212,,Sick,Domestic Shorthair
TK,12/22/2022,10:20:00,62,1,21889,30105,,Technician Appointment,"Goldendoodle, mini"
16,12/22/2022,10:30:00,63,3,9837,16249,,Sick,Domestic Mediumhair
L12,12/22/2022,10:30:00,63,2,4500,14600,,EXAM WITH VACCINES,Husky Mix
6,12/22/2022,10:50:00,65,2,2782,12462,,Preventative Care Exam,"Corgi, Pembroke Welsh"
TK,12/22/2022,10:50:00,65,1,10782,30302,,Technician Appointment,Domestic Shorthair
6,12/22/2022,11:10:00,67,2,7977,23333,,Recheck,PUG
L12,12/22/2022,11:10:00,67,2,295,8386,,Sick,YORKSHIRE TERRIER
6,12/22/2022,11:30:00,69,2,7977,16947,,Recheck,PUG
L12,12/22/2022,11:30:00,69,2,6883,26263,,Sick,Great Dane
L12,12/22/2022,11:50:00,71,2,14165,30959,,New Pet,BOSTON TERRIER
19,12/22/2022,12:00:00,72,2,7884,12500,,Preventative Care Exam,Labradoodle
L12,12/22/2022,12:10:00,73,2,14165,23411,,Preventative Care Exam,PUG
19,12/22/2022,12:20:00,74,2,4120,30899,,New Pet,GERMAN SHEPHERD
L12,12/22/2022,12:30:00,75,1,20878,26104,,Technician Appointment,"Terrier, Yorkshire Mix"
19,12/22/2022,13:00:00,78,2,9392,15396,,EXAM WITH VACCINES,"Shepherd, Australian Miniature"
